path,npy_path,gender_label,age_label
common_voice_en_36326712.mp3,processed_spectrograms/common_voice_en_36326712.npy,1,1
common_voice_en_34965384.mp3,processed_spectrograms/common_voice_en_34965384.npy,0,1
common_voice_en_36518862.mp3,processed_spectrograms/common_voice_en_36518862.npy,0,1
common_voice_en_35772659.mp3,processed_spectrograms/common_voice_en_35772659.npy,0,3
common_voice_en_36349931.mp3,processed_spectrograms/common_voice_en_36349931.npy,0,1
common_voice_en_36527772.mp3,processed_spectrograms/common_voice_en_36527772.npy,0,0
common_voice_en_35105844.mp3,processed_spectrograms/common_voice_en_35105844.npy,0,2
common_voice_en_36522293.mp3,processed_spectrograms/common_voice_en_36522293.npy,0,1
common_voice_en_35571392.mp3,processed_spectrograms/common_voice_en_35571392.npy,0,2
common_voice_en_36522609.mp3,processed_spectrograms/common_voice_en_36522609.npy,0,1
common_voice_en_36477542.mp3,processed_spectrograms/common_voice_en_36477542.npy,0,1
common_voice_en_35379578.mp3,processed_spectrograms/common_voice_en_35379578.npy,1,1
common_voice_en_35798064.mp3,processed_spectrograms/common_voice_en_35798064.npy,0,1
common_voice_en_35798351.mp3,processed_spectrograms/common_voice_en_35798351.npy,0,1
common_voice_en_35432462.mp3,processed_spectrograms/common_voice_en_35432462.npy,0,1
common_voice_en_35432475.mp3,processed_spectrograms/common_voice_en_35432475.npy,0,1
common_voice_en_35346922.mp3,processed_spectrograms/common_voice_en_35346922.npy,1,2
common_voice_en_35346923.mp3,processed_spectrograms/common_voice_en_35346923.npy,1,2
common_voice_en_36499677.mp3,processed_spectrograms/common_voice_en_36499677.npy,0,1
common_voice_en_36499681.mp3,processed_spectrograms/common_voice_en_36499681.npy,0,1
common_voice_en_35714858.mp3,processed_spectrograms/common_voice_en_35714858.npy,0,2
common_voice_en_35309000.mp3,processed_spectrograms/common_voice_en_35309000.npy,0,0
common_voice_en_35309008.mp3,processed_spectrograms/common_voice_en_35309008.npy,0,0
common_voice_en_34980360.mp3,processed_spectrograms/common_voice_en_34980360.npy,0,4
common_voice_en_34980362.mp3,processed_spectrograms/common_voice_en_34980362.npy,0,4
common_voice_en_35664845.mp3,processed_spectrograms/common_voice_en_35664845.npy,0,1
common_voice_en_35664847.mp3,processed_spectrograms/common_voice_en_35664847.npy,0,1
common_voice_en_35402013.mp3,processed_spectrograms/common_voice_en_35402013.npy,0,2
common_voice_en_35402014.mp3,processed_spectrograms/common_voice_en_35402014.npy,0,2
common_voice_en_35144105.mp3,processed_spectrograms/common_voice_en_35144105.npy,0,1
common_voice_en_35144350.mp3,processed_spectrograms/common_voice_en_35144350.npy,0,1
common_voice_en_35162182.mp3,processed_spectrograms/common_voice_en_35162182.npy,0,3
common_voice_en_35162184.mp3,processed_spectrograms/common_voice_en_35162184.npy,0,3
common_voice_en_35665816.mp3,processed_spectrograms/common_voice_en_35665816.npy,0,3
common_voice_en_35665823.mp3,processed_spectrograms/common_voice_en_35665823.npy,0,3
common_voice_en_35324672.mp3,processed_spectrograms/common_voice_en_35324672.npy,0,2
common_voice_en_35324674.mp3,processed_spectrograms/common_voice_en_35324674.npy,0,2
common_voice_en_34954464.mp3,processed_spectrograms/common_voice_en_34954464.npy,0,1
common_voice_en_34954466.mp3,processed_spectrograms/common_voice_en_34954466.npy,0,1
common_voice_en_36527949.mp3,processed_spectrograms/common_voice_en_36527949.npy,1,1
common_voice_en_36527952.mp3,processed_spectrograms/common_voice_en_36527952.npy,1,1
common_voice_en_36463939.mp3,processed_spectrograms/common_voice_en_36463939.npy,0,3
common_voice_en_36463971.mp3,processed_spectrograms/common_voice_en_36463971.npy,0,3
common_voice_en_35280613.mp3,processed_spectrograms/common_voice_en_35280613.npy,1,1
common_voice_en_35280962.mp3,processed_spectrograms/common_voice_en_35280962.npy,1,1
common_voice_en_36363304.mp3,processed_spectrograms/common_voice_en_36363304.npy,0,0
common_voice_en_36363307.mp3,processed_spectrograms/common_voice_en_36363307.npy,0,0
common_voice_en_35320871.mp3,processed_spectrograms/common_voice_en_35320871.npy,0,1
common_voice_en_35320879.mp3,processed_spectrograms/common_voice_en_35320879.npy,0,1
common_voice_en_35092634.mp3,processed_spectrograms/common_voice_en_35092634.npy,0,2
common_voice_en_35092722.mp3,processed_spectrograms/common_voice_en_35092722.npy,0,2
common_voice_en_35157028.mp3,processed_spectrograms/common_voice_en_35157028.npy,0,3
common_voice_en_35157040.mp3,processed_spectrograms/common_voice_en_35157040.npy,0,3
common_voice_en_36516728.mp3,processed_spectrograms/common_voice_en_36516728.npy,1,0
common_voice_en_36516773.mp3,processed_spectrograms/common_voice_en_36516773.npy,1,0
common_voice_en_36440668.mp3,processed_spectrograms/common_voice_en_36440668.npy,0,1
common_voice_en_36440803.mp3,processed_spectrograms/common_voice_en_36440803.npy,0,1
common_voice_en_35281904.mp3,processed_spectrograms/common_voice_en_35281904.npy,0,1
common_voice_en_35281905.mp3,processed_spectrograms/common_voice_en_35281905.npy,0,1
common_voice_en_35130119.mp3,processed_spectrograms/common_voice_en_35130119.npy,0,5
common_voice_en_35130120.mp3,processed_spectrograms/common_voice_en_35130120.npy,0,5
common_voice_en_36397479.mp3,processed_spectrograms/common_voice_en_36397479.npy,0,1
common_voice_en_36397567.mp3,processed_spectrograms/common_voice_en_36397567.npy,0,1
common_voice_en_36467635.mp3,processed_spectrograms/common_voice_en_36467635.npy,0,0
common_voice_en_36467679.mp3,processed_spectrograms/common_voice_en_36467679.npy,0,0
common_voice_en_35011969.mp3,processed_spectrograms/common_voice_en_35011969.npy,0,1
common_voice_en_35011971.mp3,processed_spectrograms/common_voice_en_35011971.npy,0,1
common_voice_en_35344995.mp3,processed_spectrograms/common_voice_en_35344995.npy,0,3
common_voice_en_36417449.mp3,processed_spectrograms/common_voice_en_36417449.npy,0,1
common_voice_en_36396596.mp3,processed_spectrograms/common_voice_en_36396596.npy,1,0
common_voice_en_36396611.mp3,processed_spectrograms/common_voice_en_36396611.npy,1,0
common_voice_en_35380056.mp3,processed_spectrograms/common_voice_en_35380056.npy,0,1
common_voice_en_35380185.mp3,processed_spectrograms/common_voice_en_35380185.npy,0,1
common_voice_en_35380188.mp3,processed_spectrograms/common_voice_en_35380188.npy,0,1
common_voice_en_35116708.mp3,processed_spectrograms/common_voice_en_35116708.npy,0,0
common_voice_en_35116711.mp3,processed_spectrograms/common_voice_en_35116711.npy,0,0
common_voice_en_35116712.mp3,processed_spectrograms/common_voice_en_35116712.npy,0,0
common_voice_en_36492233.mp3,processed_spectrograms/common_voice_en_36492233.npy,1,1
common_voice_en_36492235.mp3,processed_spectrograms/common_voice_en_36492235.npy,1,1
common_voice_en_36492241.mp3,processed_spectrograms/common_voice_en_36492241.npy,1,1
common_voice_en_35148396.mp3,processed_spectrograms/common_voice_en_35148396.npy,0,0
common_voice_en_35148398.mp3,processed_spectrograms/common_voice_en_35148398.npy,0,0
common_voice_en_35148421.mp3,processed_spectrograms/common_voice_en_35148421.npy,0,0
common_voice_en_36394383.mp3,processed_spectrograms/common_voice_en_36394383.npy,0,1
common_voice_en_36394388.mp3,processed_spectrograms/common_voice_en_36394388.npy,0,1
common_voice_en_36394396.mp3,processed_spectrograms/common_voice_en_36394396.npy,0,1
common_voice_en_35761380.mp3,processed_spectrograms/common_voice_en_35761380.npy,0,1
common_voice_en_35761382.mp3,processed_spectrograms/common_voice_en_35761382.npy,0,1
common_voice_en_35761383.mp3,processed_spectrograms/common_voice_en_35761383.npy,0,1
common_voice_en_36292916.mp3,processed_spectrograms/common_voice_en_36292916.npy,0,1
common_voice_en_36292918.mp3,processed_spectrograms/common_voice_en_36292918.npy,0,1
common_voice_en_36292920.mp3,processed_spectrograms/common_voice_en_36292920.npy,0,1
common_voice_en_35522130.mp3,processed_spectrograms/common_voice_en_35522130.npy,0,1
common_voice_en_35522131.mp3,processed_spectrograms/common_voice_en_35522131.npy,0,1
common_voice_en_35522250.mp3,processed_spectrograms/common_voice_en_35522250.npy,0,1
common_voice_en_35225265.mp3,processed_spectrograms/common_voice_en_35225265.npy,0,3
common_voice_en_35530146.mp3,processed_spectrograms/common_voice_en_35530146.npy,0,3
common_voice_en_36304119.mp3,processed_spectrograms/common_voice_en_36304119.npy,0,3
common_voice_en_35434003.mp3,processed_spectrograms/common_voice_en_35434003.npy,0,1
common_voice_en_35434016.mp3,processed_spectrograms/common_voice_en_35434016.npy,0,1
common_voice_en_35434050.mp3,processed_spectrograms/common_voice_en_35434050.npy,0,1
common_voice_en_35163304.mp3,processed_spectrograms/common_voice_en_35163304.npy,0,2
common_voice_en_36394679.mp3,processed_spectrograms/common_voice_en_36394679.npy,1,1
common_voice_en_36394728.mp3,processed_spectrograms/common_voice_en_36394728.npy,1,1
common_voice_en_36394747.mp3,processed_spectrograms/common_voice_en_36394747.npy,1,1
common_voice_en_35112767.mp3,processed_spectrograms/common_voice_en_35112767.npy,1,1
common_voice_en_35112768.mp3,processed_spectrograms/common_voice_en_35112768.npy,1,1
common_voice_en_35112770.mp3,processed_spectrograms/common_voice_en_35112770.npy,1,1
common_voice_en_35060306.mp3,processed_spectrograms/common_voice_en_35060306.npy,0,2
common_voice_en_35060352.mp3,processed_spectrograms/common_voice_en_35060352.npy,0,2
common_voice_en_35060402.mp3,processed_spectrograms/common_voice_en_35060402.npy,0,2
common_voice_en_36476460.mp3,processed_spectrograms/common_voice_en_36476460.npy,0,3
common_voice_en_36476463.mp3,processed_spectrograms/common_voice_en_36476463.npy,0,3
common_voice_en_36476468.mp3,processed_spectrograms/common_voice_en_36476468.npy,0,3
common_voice_en_35332716.mp3,processed_spectrograms/common_voice_en_35332716.npy,0,0
common_voice_en_35332733.mp3,processed_spectrograms/common_voice_en_35332733.npy,0,0
common_voice_en_35332758.mp3,processed_spectrograms/common_voice_en_35332758.npy,0,0
common_voice_en_34943495.mp3,processed_spectrograms/common_voice_en_34943495.npy,0,2
common_voice_en_34943496.mp3,processed_spectrograms/common_voice_en_34943496.npy,0,2
common_voice_en_34943497.mp3,processed_spectrograms/common_voice_en_34943497.npy,0,2
common_voice_en_36317169.mp3,processed_spectrograms/common_voice_en_36317169.npy,0,3
common_voice_en_36317200.mp3,processed_spectrograms/common_voice_en_36317200.npy,0,3
common_voice_en_36317204.mp3,processed_spectrograms/common_voice_en_36317204.npy,0,3
common_voice_en_36429661.mp3,processed_spectrograms/common_voice_en_36429661.npy,0,1
common_voice_en_36430224.mp3,processed_spectrograms/common_voice_en_36430224.npy,0,1
common_voice_en_36430228.mp3,processed_spectrograms/common_voice_en_36430228.npy,0,1
common_voice_en_36359417.mp3,processed_spectrograms/common_voice_en_36359417.npy,0,0
common_voice_en_36359851.mp3,processed_spectrograms/common_voice_en_36359851.npy,0,0
common_voice_en_36359998.mp3,processed_spectrograms/common_voice_en_36359998.npy,0,0
common_voice_en_35378966.mp3,processed_spectrograms/common_voice_en_35378966.npy,0,2
common_voice_en_35379004.mp3,processed_spectrograms/common_voice_en_35379004.npy,0,2
common_voice_en_35268282.mp3,processed_spectrograms/common_voice_en_35268282.npy,0,3
common_voice_en_35268351.mp3,processed_spectrograms/common_voice_en_35268351.npy,0,3
common_voice_en_35142242.mp3,processed_spectrograms/common_voice_en_35142242.npy,0,2
common_voice_en_35142243.mp3,processed_spectrograms/common_voice_en_35142243.npy,0,2
common_voice_en_35142296.mp3,processed_spectrograms/common_voice_en_35142296.npy,0,2
common_voice_en_35633845.mp3,processed_spectrograms/common_voice_en_35633845.npy,1,1
common_voice_en_35634477.mp3,processed_spectrograms/common_voice_en_35634477.npy,1,1
common_voice_en_35634924.mp3,processed_spectrograms/common_voice_en_35634924.npy,1,1
common_voice_en_35782743.mp3,processed_spectrograms/common_voice_en_35782743.npy,0,1
common_voice_en_35782763.mp3,processed_spectrograms/common_voice_en_35782763.npy,0,1
common_voice_en_35782791.mp3,processed_spectrograms/common_voice_en_35782791.npy,0,1
common_voice_en_35734330.mp3,processed_spectrograms/common_voice_en_35734330.npy,0,3
common_voice_en_35734335.mp3,processed_spectrograms/common_voice_en_35734335.npy,0,3
common_voice_en_35734341.mp3,processed_spectrograms/common_voice_en_35734341.npy,0,3
common_voice_en_36416022.mp3,processed_spectrograms/common_voice_en_36416022.npy,0,0
common_voice_en_36416025.mp3,processed_spectrograms/common_voice_en_36416025.npy,0,0
common_voice_en_35439971.mp3,processed_spectrograms/common_voice_en_35439971.npy,0,1
common_voice_en_35439997.mp3,processed_spectrograms/common_voice_en_35439997.npy,0,1
common_voice_en_35440174.mp3,processed_spectrograms/common_voice_en_35440174.npy,0,1
common_voice_en_36471376.mp3,processed_spectrograms/common_voice_en_36471376.npy,0,1
common_voice_en_36471491.mp3,processed_spectrograms/common_voice_en_36471491.npy,0,1
common_voice_en_35100542.mp3,processed_spectrograms/common_voice_en_35100542.npy,0,1
common_voice_en_35100587.mp3,processed_spectrograms/common_voice_en_35100587.npy,0,1
common_voice_en_35100589.mp3,processed_spectrograms/common_voice_en_35100589.npy,0,1
common_voice_en_35110630.mp3,processed_spectrograms/common_voice_en_35110630.npy,0,1
common_voice_en_35110661.mp3,processed_spectrograms/common_voice_en_35110661.npy,0,1
common_voice_en_35110662.mp3,processed_spectrograms/common_voice_en_35110662.npy,0,1
common_voice_en_35833978.mp3,processed_spectrograms/common_voice_en_35833978.npy,0,3
common_voice_en_35833992.mp3,processed_spectrograms/common_voice_en_35833992.npy,0,3
common_voice_en_35833993.mp3,processed_spectrograms/common_voice_en_35833993.npy,0,3
common_voice_en_35202988.mp3,processed_spectrograms/common_voice_en_35202988.npy,0,2
common_voice_en_35203143.mp3,processed_spectrograms/common_voice_en_35203143.npy,0,2
common_voice_en_35203247.mp3,processed_spectrograms/common_voice_en_35203247.npy,0,2
common_voice_en_36492973.mp3,processed_spectrograms/common_voice_en_36492973.npy,1,1
common_voice_en_36493704.mp3,processed_spectrograms/common_voice_en_36493704.npy,1,1
common_voice_en_36493715.mp3,processed_spectrograms/common_voice_en_36493715.npy,1,1
common_voice_en_36461308.mp3,processed_spectrograms/common_voice_en_36461308.npy,0,0
common_voice_en_36461316.mp3,processed_spectrograms/common_voice_en_36461316.npy,0,0
common_voice_en_35195310.mp3,processed_spectrograms/common_voice_en_35195310.npy,0,1
common_voice_en_35206633.mp3,processed_spectrograms/common_voice_en_35206633.npy,0,1
common_voice_en_35206635.mp3,processed_spectrograms/common_voice_en_35206635.npy,0,1
common_voice_en_35206637.mp3,processed_spectrograms/common_voice_en_35206637.npy,0,1
common_voice_en_36322532.mp3,processed_spectrograms/common_voice_en_36322532.npy,1,1
common_voice_en_36322533.mp3,processed_spectrograms/common_voice_en_36322533.npy,1,1
common_voice_en_36322535.mp3,processed_spectrograms/common_voice_en_36322535.npy,1,1
common_voice_en_36322561.mp3,processed_spectrograms/common_voice_en_36322561.npy,1,1
common_voice_en_34976822.mp3,processed_spectrograms/common_voice_en_34976822.npy,0,1
common_voice_en_35284183.mp3,processed_spectrograms/common_voice_en_35284183.npy,0,1
common_voice_en_35284185.mp3,processed_spectrograms/common_voice_en_35284185.npy,0,1
common_voice_en_35087193.mp3,processed_spectrograms/common_voice_en_35087193.npy,0,2
common_voice_en_35087195.mp3,processed_spectrograms/common_voice_en_35087195.npy,0,2
common_voice_en_35087342.mp3,processed_spectrograms/common_voice_en_35087342.npy,0,2
common_voice_en_35087407.mp3,processed_spectrograms/common_voice_en_35087407.npy,0,2
common_voice_en_35252031.mp3,processed_spectrograms/common_voice_en_35252031.npy,0,1
common_voice_en_35252034.mp3,processed_spectrograms/common_voice_en_35252034.npy,0,1
common_voice_en_35252036.mp3,processed_spectrograms/common_voice_en_35252036.npy,0,1
common_voice_en_35252057.mp3,processed_spectrograms/common_voice_en_35252057.npy,0,1
common_voice_en_35703722.mp3,processed_spectrograms/common_voice_en_35703722.npy,0,1
common_voice_en_35703723.mp3,processed_spectrograms/common_voice_en_35703723.npy,0,1
common_voice_en_35703901.mp3,processed_spectrograms/common_voice_en_35703901.npy,0,1
common_voice_en_35703943.mp3,processed_spectrograms/common_voice_en_35703943.npy,0,1
common_voice_en_36416284.mp3,processed_spectrograms/common_voice_en_36416284.npy,0,1
common_voice_en_36416294.mp3,processed_spectrograms/common_voice_en_36416294.npy,0,1
common_voice_en_36416535.mp3,processed_spectrograms/common_voice_en_36416535.npy,0,1
common_voice_en_36416537.mp3,processed_spectrograms/common_voice_en_36416537.npy,0,1
common_voice_en_35193999.mp3,processed_spectrograms/common_voice_en_35193999.npy,0,0
common_voice_en_35194000.mp3,processed_spectrograms/common_voice_en_35194000.npy,0,0
common_voice_en_35194001.mp3,processed_spectrograms/common_voice_en_35194001.npy,0,0
common_voice_en_35194002.mp3,processed_spectrograms/common_voice_en_35194002.npy,0,0
common_voice_en_35971015.mp3,processed_spectrograms/common_voice_en_35971015.npy,0,0
common_voice_en_35971332.mp3,processed_spectrograms/common_voice_en_35971332.npy,0,0
common_voice_en_35971454.mp3,processed_spectrograms/common_voice_en_35971454.npy,0,0
common_voice_en_35971774.mp3,processed_spectrograms/common_voice_en_35971774.npy,0,0
common_voice_en_35012769.mp3,processed_spectrograms/common_voice_en_35012769.npy,0,2
common_voice_en_35012770.mp3,processed_spectrograms/common_voice_en_35012770.npy,0,2
common_voice_en_35012772.mp3,processed_spectrograms/common_voice_en_35012772.npy,0,2
common_voice_en_35012773.mp3,processed_spectrograms/common_voice_en_35012773.npy,0,2
common_voice_en_35479231.mp3,processed_spectrograms/common_voice_en_35479231.npy,0,2
common_voice_en_36516976.mp3,processed_spectrograms/common_voice_en_36516976.npy,0,1
common_voice_en_36516985.mp3,processed_spectrograms/common_voice_en_36516985.npy,0,1
common_voice_en_36516987.mp3,processed_spectrograms/common_voice_en_36516987.npy,0,1
common_voice_en_36516993.mp3,processed_spectrograms/common_voice_en_36516993.npy,0,1
common_voice_en_35360508.mp3,processed_spectrograms/common_voice_en_35360508.npy,0,1
common_voice_en_35402293.mp3,processed_spectrograms/common_voice_en_35402293.npy,0,1
common_voice_en_35402339.mp3,processed_spectrograms/common_voice_en_35402339.npy,0,1
common_voice_en_35402358.mp3,processed_spectrograms/common_voice_en_35402358.npy,0,1
common_voice_en_36318287.mp3,processed_spectrograms/common_voice_en_36318287.npy,0,1
common_voice_en_36318303.mp3,processed_spectrograms/common_voice_en_36318303.npy,0,1
common_voice_en_36318304.mp3,processed_spectrograms/common_voice_en_36318304.npy,0,1
common_voice_en_36318305.mp3,processed_spectrograms/common_voice_en_36318305.npy,0,1
common_voice_en_36485686.mp3,processed_spectrograms/common_voice_en_36485686.npy,1,1
common_voice_en_36485702.mp3,processed_spectrograms/common_voice_en_36485702.npy,1,1
common_voice_en_36485714.mp3,processed_spectrograms/common_voice_en_36485714.npy,1,1
common_voice_en_36520445.mp3,processed_spectrograms/common_voice_en_36520445.npy,1,1
common_voice_en_35146763.mp3,processed_spectrograms/common_voice_en_35146763.npy,0,1
common_voice_en_35146764.mp3,processed_spectrograms/common_voice_en_35146764.npy,0,1
common_voice_en_35146766.mp3,processed_spectrograms/common_voice_en_35146766.npy,0,1
common_voice_en_36456016.mp3,processed_spectrograms/common_voice_en_36456016.npy,0,3
common_voice_en_36456061.mp3,processed_spectrograms/common_voice_en_36456061.npy,0,3
common_voice_en_36461303.mp3,processed_spectrograms/common_voice_en_36461303.npy,0,3
common_voice_en_36498129.mp3,processed_spectrograms/common_voice_en_36498129.npy,0,3
common_voice_en_35340858.mp3,processed_spectrograms/common_voice_en_35340858.npy,0,0
common_voice_en_35340898.mp3,processed_spectrograms/common_voice_en_35340898.npy,0,0
common_voice_en_35340947.mp3,processed_spectrograms/common_voice_en_35340947.npy,0,0
common_voice_en_35340948.mp3,processed_spectrograms/common_voice_en_35340948.npy,0,0
common_voice_en_35214974.mp3,processed_spectrograms/common_voice_en_35214974.npy,0,2
common_voice_en_35214981.mp3,processed_spectrograms/common_voice_en_35214981.npy,0,2
common_voice_en_35214982.mp3,processed_spectrograms/common_voice_en_35214982.npy,0,2
common_voice_en_35658068.mp3,processed_spectrograms/common_voice_en_35658068.npy,1,1
common_voice_en_35658071.mp3,processed_spectrograms/common_voice_en_35658071.npy,1,1
common_voice_en_35658188.mp3,processed_spectrograms/common_voice_en_35658188.npy,1,1
common_voice_en_35658189.mp3,processed_spectrograms/common_voice_en_35658189.npy,1,1
common_voice_en_35658192.mp3,processed_spectrograms/common_voice_en_35658192.npy,1,1
common_voice_en_34936848.mp3,processed_spectrograms/common_voice_en_34936848.npy,1,4
common_voice_en_34980001.mp3,processed_spectrograms/common_voice_en_34980001.npy,1,4
common_voice_en_35062228.mp3,processed_spectrograms/common_voice_en_35062228.npy,1,4
common_voice_en_35081559.mp3,processed_spectrograms/common_voice_en_35081559.npy,1,4
common_voice_en_35081560.mp3,processed_spectrograms/common_voice_en_35081560.npy,1,4
common_voice_en_35151729.mp3,processed_spectrograms/common_voice_en_35151729.npy,0,2
common_voice_en_35151730.mp3,processed_spectrograms/common_voice_en_35151730.npy,0,2
common_voice_en_35151761.mp3,processed_spectrograms/common_voice_en_35151761.npy,0,2
common_voice_en_35151762.mp3,processed_spectrograms/common_voice_en_35151762.npy,0,2
common_voice_en_35151763.mp3,processed_spectrograms/common_voice_en_35151763.npy,0,2
common_voice_en_35430016.mp3,processed_spectrograms/common_voice_en_35430016.npy,1,1
common_voice_en_35430057.mp3,processed_spectrograms/common_voice_en_35430057.npy,1,1
common_voice_en_35430130.mp3,processed_spectrograms/common_voice_en_35430130.npy,1,1
common_voice_en_35430654.mp3,processed_spectrograms/common_voice_en_35430654.npy,1,1
common_voice_en_35564966.mp3,processed_spectrograms/common_voice_en_35564966.npy,1,3
common_voice_en_35567115.mp3,processed_spectrograms/common_voice_en_35567115.npy,1,3
common_voice_en_35567157.mp3,processed_spectrograms/common_voice_en_35567157.npy,1,3
common_voice_en_35567269.mp3,processed_spectrograms/common_voice_en_35567269.npy,1,3
common_voice_en_35567270.mp3,processed_spectrograms/common_voice_en_35567270.npy,1,3
common_voice_en_35294004.mp3,processed_spectrograms/common_voice_en_35294004.npy,0,1
common_voice_en_35294007.mp3,processed_spectrograms/common_voice_en_35294007.npy,0,1
common_voice_en_35294027.mp3,processed_spectrograms/common_voice_en_35294027.npy,0,1
common_voice_en_35294029.mp3,processed_spectrograms/common_voice_en_35294029.npy,0,1
common_voice_en_35294035.mp3,processed_spectrograms/common_voice_en_35294035.npy,0,1
common_voice_en_36069018.mp3,processed_spectrograms/common_voice_en_36069018.npy,1,1
common_voice_en_36069188.mp3,processed_spectrograms/common_voice_en_36069188.npy,1,1
common_voice_en_36137106.mp3,processed_spectrograms/common_voice_en_36137106.npy,1,1
common_voice_en_36137110.mp3,processed_spectrograms/common_voice_en_36137110.npy,1,1
common_voice_en_36137112.mp3,processed_spectrograms/common_voice_en_36137112.npy,1,1
common_voice_en_35042682.mp3,processed_spectrograms/common_voice_en_35042682.npy,0,0
common_voice_en_35042683.mp3,processed_spectrograms/common_voice_en_35042683.npy,0,0
common_voice_en_35042750.mp3,processed_spectrograms/common_voice_en_35042750.npy,0,0
common_voice_en_35042752.mp3,processed_spectrograms/common_voice_en_35042752.npy,0,0
common_voice_en_35042828.mp3,processed_spectrograms/common_voice_en_35042828.npy,0,0
common_voice_en_35042874.mp3,processed_spectrograms/common_voice_en_35042874.npy,0,0
common_voice_en_35386175.mp3,processed_spectrograms/common_voice_en_35386175.npy,0,1
common_voice_en_35386177.mp3,processed_spectrograms/common_voice_en_35386177.npy,0,1
common_voice_en_35386335.mp3,processed_spectrograms/common_voice_en_35386335.npy,0,1
common_voice_en_35386462.mp3,processed_spectrograms/common_voice_en_35386462.npy,0,1
common_voice_en_35386468.mp3,processed_spectrograms/common_voice_en_35386468.npy,0,1
common_voice_en_35386470.mp3,processed_spectrograms/common_voice_en_35386470.npy,0,1
common_voice_en_36382575.mp3,processed_spectrograms/common_voice_en_36382575.npy,0,1
common_voice_en_36382649.mp3,processed_spectrograms/common_voice_en_36382649.npy,0,1
common_voice_en_36382668.mp3,processed_spectrograms/common_voice_en_36382668.npy,0,1
common_voice_en_36382676.mp3,processed_spectrograms/common_voice_en_36382676.npy,0,1
common_voice_en_36382680.mp3,processed_spectrograms/common_voice_en_36382680.npy,0,1
common_voice_en_36382696.mp3,processed_spectrograms/common_voice_en_36382696.npy,0,1
common_voice_en_35157000.mp3,processed_spectrograms/common_voice_en_35157000.npy,0,1
common_voice_en_35157005.mp3,processed_spectrograms/common_voice_en_35157005.npy,0,1
common_voice_en_35157011.mp3,processed_spectrograms/common_voice_en_35157011.npy,0,1
common_voice_en_35157031.mp3,processed_spectrograms/common_voice_en_35157031.npy,0,1
common_voice_en_35273966.mp3,processed_spectrograms/common_voice_en_35273966.npy,0,1
common_voice_en_35622542.mp3,processed_spectrograms/common_voice_en_35622542.npy,0,1
